cluster_id,业务价值类型,问题类型,主核心能力,skill_count,high_confidence_count,needs_review_count,review_ratio,text_quality_risk_count,avg_confidence,top_sources,top_scenarios,三宝候选层级,三宝Preset候选,数字员工候选,代表技能,聚类说明,复核原因,代表用途
C-33142476-学习参考,内容与品牌,学习参考,DiD/因果推断,21,21,21,1.0,0,0.939,home_skill:18；project_skill:2；icloud_skill:1,文档与知识:5；协作与外部工具:4；数据分析与BI:4；通用规划与咨询:4；产品设计与UIUX:2,待复核资产池,内容与品牌 × 学习参考 Preset 候选,待人工命名,literature-scout；literature-scout；literature-scout；literature-scout；paper-write-zh-chapters；paper-write-zh-chapters；paper-write-zh-chapters；paper-write-zh-chapters,围绕内容与品牌中的学习参考问题，主要使用DiD/因果推断能力处理。,超过半数记录需要字段复核,对给定研究话题进行系统性文献检索与引用核验。从宽到窄多轮迭代检索，每条引用核验真实性，产出一份经核验的文献清单。可独立用于帮我搜一下关于X的论文类请求，也可作为doubao-academic-researcher管线的第一阶段。；对给定研究话题进行系统性文献检索与引用核验。从宽到窄多轮迭代检索，每条引用核验真实性，产出一份经核验的文献清单。可独立用于帮我搜一下关于X的论文类请求，也可作为doubao-academic-researcher管线的第一阶段。；对给定研究话题进行系统性文献检索与引用核验。从宽到窄多轮迭代检索，每条引用核验真实性，产出一份经核验的文献清单。可独立用于帮我搜一下关于X的论文类请求，也可作为doubao-academic-researcher管线的第一阶段。
C-9dbd049a-学习参考,内容与品牌,学习参考,NLP/情感分析,41,41,28,0.683,0,0.927,home_skill:24；project_skill:15；icloud_skill:1；icloud_paper_file_skill:1,业务经营与AgenticOS:14；产品设计与UIUX:8；文档与知识:6；研发与代码:6；marketing:3,待复核资产池,内容与品牌 × 学习参考 Preset 候选,待人工命名,commodity-research-outlook；doubao-headlines-calendar；doubao-headlines-calendar；doubao-headlines-calendar；doubao-headlines-calendar；huashu-nuwa；p2s-tree-of-thoughts-planning；p2s-tree-of-thoughts-planning,围绕内容与品牌中的学习参考问题，主要使用NLP/情感分析能力处理。,超过半数记录需要字段复核,"用于commodity research outlook：-- Exhibits inline with text (multi-panel charts, tables) -- Thematic sections with bold subheadings in text flow -- Per-commodity deep dives with supply/demand analysis -- ~15-16 exhibits per 19-page report (high exhibit density)；跨平台内容生成、改写、评估和A/B测试标题，并结合账号定位、受众、产能和节点规划可执行的周度或月度内容选题日历。用于爆款标题、多平台标题适配、标题优化、标题拆解、A/B标题、周选题、月度排期、栏目规划、热点日历和新媒体内容策划；不用于直接写完整文章、小说、脚本、PPT或其他成品。能力范围外或多意图任务先说明边界并提供可转化、分模块交付方案。除非用户明确指定其他格式，必须实际创建、写入并校验飞书/Lark文档后返回可访问链接；不得用Ma…；跨平台内容生成、改写、评估和A/B测试标题，并结合账号定位、受众、产能和节点…"
C-5e3c620f-学习参考,内容与品牌,学习参考,预测建模,12,12,6,0.5,0,0.932,home_skill:7；icloud_skill:4；project_skill:1,安全与治理:4；业务经营与AgenticOS:3；产品设计与UIUX:1；数据分析与BI:1；数据库与后端服务:1,场景工作流候选,内容与品牌 × 学习参考 Preset 候选,待人工命名,doubao-private-company；doubao-private-company；doubao-private-company；doubao-private-company；sun-yuchen-perspective；trump-perspective；p2s-session-based-recommendation-sr-gnn；p2s-session-based-recommendation-sr-gnn,围绕内容与品牌中的学习参考问题，主要使用预测建模能力处理。,可进入下一轮业务聚类评审,评估一级市场、私募股权或创业项目的初步投资价值，基于BP、Deck、财务和访谈资料输出Screening Report、投资逻辑、红旗、情景、尽调缺口和初步建议。用于项目初筛、是否进入下一轮尽调或是否安排首次会议。不要替代完整尽调、法律意见或正式IC审批。；评估一级市场、私募股权或创业项目的初步投资价值，基于BP、Deck、财务和访谈资料输出Screening Report、投资逻辑、红旗、情景、尽调缺口和初步建议。用于项目初筛、是否进入下一轮尽调或是否安排首次会议。不要替代完整尽调、法律意见或正式IC审批。；评估一级市场、私募股权或创业项目的初步投资价值，基于BP、Deck、财务和访谈资料输出Screening Report、投资逻辑、红旗、情景、尽调缺口和初步建议。用于项目初筛、是否进入下一轮尽调或是否安排首次会议。不要替代完整尽调、法律意见或正式IC审批。
C-760d0ec1-学习参考,内容与品牌,学习参考,优化/运筹,38,38,25,0.658,0,0.932,home_skill:20；project_skill:11；icloud_skill:7,业务经营与AgenticOS:16；文档与知识:4；研发与代码:4；claude learn:3；产品设计与UIUX:3,待复核资产池,内容与品牌 × 学习参考 Preset 候选,待人工命名,competitive-seo-intel；linkfox-junglescout-keyword-by-keyword；SEO竞品分析；SEO竞品分析；基于你的研究进行市场规模测算；多语言SEO；多语言SEO；将短信线程转为研究笔记,围绕内容与品牌中的学习参考问题，主要使用优化/运筹能力处理。,超过半数记录需要字段复核,"深入分析竞争对手的SEO与GEO策略，涵盖关键词排名、内容打法、外链画像、技术SEO评估及AI引用模式，识别超越对手的市场机会，并提供竞品分析模板、战斗卡片等参考。当用户询问“分析竞品SEO”、“竞争对手为什么排名更高”、“竞品关键词和外链分析”或“内容策略对比”时触发。如需专项分析，可使用content-gap-analysis进行内容差距分析，或使用backlink-analyzer进行外链深度分析。；Jungle Scout关键词拓展工具，根据种子关键词扩展出相关关键词列表，包含搜索量、趋势、PPC竞价、排名难度等数据，覆盖美国、英国、德国、日本等10个亚马逊站点。当用户提到关键词拓展、关键词挖掘、长尾词挖掘、相关关键词、关键词建议、拓词、PPC竞价研究、关键词竞争度、关键词发现、Jungle Scout关键词、keyword expansion, keyword discovery, keyword scout, related…；分析竞品SEO策略、关键词差距与反向链接，用于制定超越策略。触发词：SEO竞品分析、竞品SEO分析、关键词差距、反向链接分析、竞品监控、SEO竞争情报。何时不用：网站技术SEO审计（使用…"
C-4839a2aa-学习参考,内容与品牌,学习参考,RAG/知识检索,17,17,15,0.882,0,0.9,home_skill:17,研发与代码:9；数据分析与BI:4；协作与外部工具:2；业务经营与AgenticOS:1；通用规划与咨询:1,待复核资产池,内容与品牌 × 学习参考 Preset 候选,待人工命名,wechat-article-search；wechat-article-search；notion-meeting-intelligence；notion-meeting-intelligence；reactome-database；paper-write-zh-literature-review；paper-write-zh-literature-review；paper-write-zh-literature-review,围绕内容与品牌中的学习参考问题，主要使用RAG/知识检索能力处理。,超过半数记录需要字段复核,"微信公众号文章检索工具。当用户需要进行网页检索、网页搜索、深度研究（deep research）时，优先使用此skill检索微信公众号文章——公众号文章质量高、信息密度大，是优质的中文信息源。基于搜狗微信搜索接口实现。；微信公众号文章检索工具。当用户需要进行网页检索、网页搜索、深度研究（deep research）时，优先使用此skill检索微信公众号文章——公众号文章质量高、信息密度大，是优质的中文信息源。基于搜狗微信搜索接口实现。；Prepare meeting materials with Notion context and Codex research; use when gathering context, drafting agendas/pre-reads, and tailoring materials to attendees."
C-ad70a6d1-学习参考,内容与品牌,学习参考,知识图谱/本体建模,4,4,4,1.0,0,0.912,home_skill:4,产品设计与UIUX:1；数据分析与BI:1；文档与知识:1；研发与代码:1,待复核资产池,内容与品牌 × 学习参考 Preset 候选,待人工命名,spec-driven-development；notion-research-documentation；wireframe-sketch；skill-creator,围绕内容与品牌中的学习参考问题，主要使用知识图谱/本体建模能力处理。,超过半数记录需要字段复核,"用于spec driven development：Create project structure and configure development environment； Establish project governance and development principles；1. Library-First Principle: Every feature starts as a standalone library 2. CLI Interface Mandate: All libraries…；Research across Notion and synthesize into structured documentation; use when gathering info from multiple Notion sources to produce briefs, comparisons, or reports with citations.；A hand-drawn wireframe exploration — graph-paper background, marker / pencil t…"
C-f1f6a40f-学习参考,内容与品牌,学习参考,视觉/多模态,16,16,16,1.0,0,0.906,home_skill:8；project_skill:7；remote_plugin_skill:1,图像/视频/创意生产:4；研发与代码:4；marketing:3；产品设计与UIUX:3；education:2,待复核资产池,内容与品牌 × 学习参考 Preset 候选,待人工命名,deep-reading-analyst；kimi-webbridge；kimi-webbridge；kimi-webbridge；messaging-frameworks；metabolomics-workbench-database；trend-research；article-sketchnote-editorial,围绕内容与品牌中的学习参考问题，主要使用视觉/多模态能力处理。,超过半数记录需要字段复核,"用于deep reading analyst：↓ ┌─────────────────┬─────────────────┬─────────────────┬─────────────────┐ │ Level 1 │ Level 2 │ Level 3 │ Level 4 │ │ Quick │ Standard │ Deep │ Research │ │ 15min │ 30min │ 60min │ 120min+ │；├─ Main Argument 1 │ ├─ Supporting point 1.…；Kimi WebBridge lets AI control the user's real browser — navigate, click, type, read, screenshot, and interact with any website using the user's actual login sessions. Use this skill whenever the user wants to interact…；Kimi WebBridge lets AI control the use…"
C-6b5b6caf-学习参考,内容与品牌,学习参考,实验/评估,17,17,14,0.824,0,0.927,home_skill:15；icloud_skill:2,通用规划与咨询:5；产品设计与UIUX:3；协作与外部工具:3；文档与知识:2；研发与代码:2,待复核资产池,内容与品牌 × 学习参考 Preset 候选,待人工命名,munger-perspective；munger-perspective；zhangxuefeng-perspective；bubble-detection；fund-crowding；institutional-holdings；sales-negotiator；whitepapers,围绕内容与品牌中的学习参考问题，主要使用实验/评估能力处理。,超过半数记录需要字段复核,查理·芒格的思维框架与表达方式。基于《穷查理宝典》、伯克希尔/Daily Journal股东会、 USC/哈佛演讲、访谈记录、外部批评等50+来源的深度调研， 提炼5个核心心智模型、8条决策启发式和完整的表达DNA。 用途：作为思维顾问，用芒格的视角分析问题、审视决策、提供反馈。 当用户提到「用芒格的视角」「芒格会怎么看」「芒格模式」「munger perspective」时使用。 也适用于：投资决策审视、认知偏误检查、跨学科思考训练…；查理·芒格的思维框架与表达方式。基于《穷查理宝典》、伯克希尔/Daily Journal股东会、 USC/哈佛演讲、访谈记录、外部批评等50+来源的深度调研， 提炼5个核心心智模型、8条决策启发式和完整的表达DNA。 用途：作为思维顾问，用芒格的视角分析问题、审视决策、提供反馈。 当用户提到「用芒格的视角」「芒格会怎么看」「芒格模式」「munger perspective」时使用。 也适用于：投资决策审视、认知偏误检查、跨学科思考训练…；张雪峰的思维框架与表达方式。基于5本著作、15+篇权威媒体深度采访、 30+条一手语录、11个关键决策记录和完整人生时间线的深度调研， 提炼5个核心心智模…
C-79456386-学习参考,内容与品牌,学习参考,合规/规则扫描,5,5,4,0.8,0,0.906,project_skill:2；home_skill:2；remote_plugin_skill:1,产品设计与UIUX:2；业务经营与AgenticOS:1；演示与内容:1；研发与代码:1,待复核资产池,内容与品牌 × 学习参考 Preset 候选,待人工命名,dsh-motion-deck；brand-narrative-playbook；ux-research-plan；spring-events；telemetry,围绕内容与品牌中的学习参考问题，主要使用合规/规则扫描能力处理。,超过半数记录需要字段复核,"当用户提供一段演示文稿主题、内容大纲或会议材料，希望生成结构完整、视觉突出、每页有动画的 HTML 演示文稿时使用；从新内容生成 8 页单文件 HTML，不生成 pptx，也不改写已有案例。；Messaging and storytelling template that keeps positioning consistent across audiences.；Plan and run UX research: research goals and questions, user interviews, surveys, competitor and market analysis, analytics review, affinity mapping and research reports with insights. Use when the user asks about UX re…"
C-7ebb030b-学习参考,内容与品牌,学习参考,工程模式/自动化,22,22,22,1.0,0,0.875,home_skill:17；project_skill:5,数据分析与BI:10；研发与代码:7；产品设计与UIUX:2；业务经营与AgenticOS:1；协作与外部工具:1,待复核资产池,内容与品牌 × 学习参考 Preset 候选,待人工命名,notion-research-documentation；Skywork Search；domain-name-brainstormer；Git Conflicts；notion-research-documentation；digital-eguide；route-handlers；build-zoom-meeting-sdk-app,围绕内容与品牌中的学习参考问题，主要使用工程模式/自动化能力处理。,超过半数记录需要字段复核,"Searches across your Notion workspace, synthesizes findings from multiple pages, and creates comprehensive research documentation saved as new Notion pages. Turns scattered information into structured reports with prope…；Search the web for real-time information using the Skywork web search API. Use this skill whenever the user needs up-to-date information from the internet — for example, researching a topic, looking up recent events, fi…；用于domain name brainstormer：Available (Alternative TLDs) 4. ✓ snippet.dev - Pe…"
C-dc8dd713-学习参考,内容与品牌,学习参考,按技能原文流程执行,44,44,44,1.0,0,0.866,icloud_paper_file_skill:19；home_skill:14；project_skill:10；icloud_skill:1,文档与知识:19；协作与外部工具:8；产品设计与UIUX:7；marketing:5；业务经营与AgenticOS:3,待复核资产池,内容与品牌 × 学习参考 Preset 候选,待人工命名,industry-chain；macro-to-stock；market-overview；northbound-flow；position-management；sector-comparison；stock-deep-dive；valuation-framework,围绕内容与品牌中的学习参考问题，主要使用按技能原文流程执行能力处理。,超过半数记录需要字段复核；核心能力未结构化,"用于产业链映射，聚焦产业研究/主题投资/行业挖掘。主要用于问题回答、撰写报告、撰写金融类文章等场景。输出内容较多，不适合简单对话场景。各类信息与数据通过 finance-data plugin 获取。用户输入一个行业趋势、技术方向、政策方向或事件，希望快速得到完整产业链结构、核心环节、最受益公司和映射逻辑。；用于宏观—行业—个股传导分析，聚焦宏观研究/资产配置/行业传导/自上而下研究。主要用于问题回答、撰写报告、撰写金融类文章等场景。输出内容较多，不适合简单对话场景。各类信息与数据通过 finance-data plugin 获取。用户关注利率、汇率、财政、地产、出口、通胀、全球景气等变化时，想知道这些变化会通过什么路径传导到哪些行业，再传导到哪些公司。；擅长股票市场整体行情分析。能够对""全球股市联动综述、全球金融市场综述、盘前市场综述、盘中市场简评、盘后市场简报、新股情报、再融资情报、每日大宗交易解读、每日龙虎榜解读、南向沪港通解读、市场情绪解读""这11个主题领域进行单项或多项分析。当直接命中或高相似度命中这些领域时，使用本技能。本技能不适用于：个股深度分析、宏观政策解读、基金产品选择。"
C-c28b75c2-其他-待人工归类,内容与品牌,其他/待人工归类,按技能原文流程执行,28,18,28,1.0,10,0.687,project_skill:14；icloud_paper_file_skill:11；home_skill:3,文档与知识:11；marketing:9；creator:3；业务经营与AgenticOS:1；产品设计与UIUX:1,待复核资产池,待人工判断,待人工命名,product-name；poster-hero；poster-hero；poster-hero；social-carousel；social-carousel；social-carousel；social-media-matrix,围绕内容与品牌中的其他/待人工归类问题，主要使用按技能原文流程执行能力处理。,10 条源文件不可稳定读取；超过半数记录需要字段复核；问题类型未明确；核心能力未结构化,"Brainstorm 5 unique, memorable product names with rationale aligned to brand values and target audience. Use when naming a new product, rebranding, or exploring product name ideas.；竖版海报 / 朋友圈分享图, 强视觉冲击；竖版海报 / 朋友圈分享图, 强视觉冲击"
C-3cee4f61-诊断归因,风险与合规,诊断归因,DiD/因果推断,4,3,2,0.5,1,0.782,icloud_paper_file_skill:2；project_skill:1；home_skill:1,文档与知识:2；业务经营与AgenticOS:1；研发与代码:1,待复核资产池,风险与合规 × 诊断归因 Preset 候选,待人工命名,p2s-demand-anomaly-causal-attribution；p2s-demand-anomaly-causal-attribution；Skill-CDA-Privacy-Causal-Attribution；Skill-CDA-Privacy-Causal-Attribution,围绕风险与合规中的诊断归因问题，主要使用DiD/因果推断能力处理。,1 条源文件不可稳定读取,"触发词：销量突降、根因诊断、销量异常归因、假设检验、BSR 下滑。何时不用：要在系统链路上实时溯源线上故障时用「ProRCA」；要从零学习全局因果图结构时用「PC算法因果发现」。安全边界：相关性不等于因果，结论必须结合业务判断；不得据单一归因排序直接执行降价或改价动作。；触发词：销量突降、根因诊断、销量异常归因、假设检验、BSR 下滑。何时不用：要在系统链路上实时溯源线上故障时用「ProRCA」；要从零学习全局因果图结构时用「PC算法因果发现」。安全边界：相关性不等于因果，结论必须结合业务判断；不得据单一归因排序直接执行降价或改价动作。；{""round"": -1, ""status"": ""skip"", ""score"": 88.0, ""best"": 88.0, ""ts"": ""2026-07-04T04:06:34.407401""}"
C-2fd30484-预测预警,风险与合规,预测预警,DiD/因果推断,2,2,0,0.0,0,0.95,home_skill:1；project_skill:1,业务经营与AgenticOS:2,原子技能组候选,风险与合规 × 预测预警 Preset 候选,待人工命名,p2s-accounts-receivable-intelligence；p2s-accounts-receivable-intelligence,围绕风险与合规中的预测预警问题，主要使用DiD/因果推断能力处理。,可进入下一轮业务聚类评审,触发词：应收账款、回款概率预测、逾期催收、账期管理、买家风险画像。何时不用：预测平台回款到账时间（Reserve、A-to-Z 挂起）时用「Amazon 回款周期预测」；只压缩现金转换周期时用「现金转换周期优化」。安全边界：催收动作须符合法律与平台规则，禁止骚扰或恐吓；欧盟买家数据不得用于未经授权的信用评分，涉个人信息须脱敏。；触发词：应收账款、回款概率预测、逾期催收、账期管理、买家风险画像。何时不用：预测平台回款到账时间（Reserve、A-to-Z 挂起）时用「Amazon 回款周期预测」；只压缩现金转换周期时用「现金转换周期优化」。安全边界：催收动作须符合法律与平台规则，禁止骚扰或恐吓；欧盟买家数据不得用于未经授权的信用评分，涉个人信息须脱敏。
C-6b1c477c-预测预警,风险与合规,预测预警,NLP/情感分析,6,6,0,0.0,0,0.95,project_skill:4；home_skill:2,研发与代码:4；业务经营与AgenticOS:2,场景工作流候选,风险与合规 × 预测预警 Preset 候选,待人工命名,p2s-consumer-complaint-recall-prediction；p2s-consumer-complaint-recall-prediction；p2s-review-velocity-anomaly-detector；p2s-review-velocity-anomaly-detector；电商日报；电商日报,围绕风险与合规中的预测预警问题，主要使用NLP/情感分析能力处理。,可进入下一轮业务聚类评审,触发词：召回风险、投诉主题聚类、集中度指标、选品合规门控、安全预警。何时不用：要提取单条评论的安全隐患信号用「安全隐患信号提取」；要算来料合格率 KPI 用「供应商来料质量KPI」。安全边界：只作风险提示与选品门控信号，不构成召回结论，对外动作须由合规与法务确认。；触发词：召回风险、投诉主题聚类、集中度指标、选品合规门控、安全预警。何时不用：要提取单条评论的安全隐患信号用「安全隐患信号提取」；要算来料合格率 KPI 用「供应商来料质量KPI」。安全边界：只作风险提示与选品门控信号，不构成召回结论，对外动作须由合规与法务确认。；触发词：差评速率、CUSUM、异常告警、攻击识别、批次质量预警。何时不用：要逐条判断评论真伪走假评论检测；只看长期评分趋势可用更轻的统计分析。安全边界：采集须遵守平台爬虫协议与个人信息保护要求，卡页建议取得官方数据合作授权。
C-3bb15c16-预测预警,风险与合规,预测预警,预测建模,2,2,0,0.0,0,0.95,project_skill:1；home_skill:1,业务经营与AgenticOS:1；研发与代码:1,原子技能组候选,风险与合规 × 预测预警 Preset 候选,待人工命名,p2s-tax-evasion-ri[REDACTED]；p2s-tax-evasion-ri[REDACTED],围绕风险与合规中的预测预警问题，主要使用预测建模能力处理。,可进入下一轮业务聚类评审,触发词：VAT 阈值监控、GST 预警、滚动销售额、注册义务、异常申报信号。何时不用：要自动分类税率并生成申报文件用「VAT/GST 申报自动化」；要处理关税编码与节税路径用「HTS 关税分类与节税」。安全边界：只做阈值与异常信号预警，不构成税务意见；预警结论不得作为延迟或隐瞒申报的依据。；触发词：VAT 阈值监控、GST 预警、滚动销售额、注册义务、异常申报信号。何时不用：要自动分类税率并生成申报文件用「VAT/GST 申报自动化」；要处理关税编码与节税路径用「HTS 关税分类与节税」。安全边界：只做阈值与异常信号预警，不构成税务意见；预警结论不得作为延迟或隐瞒申报的依据。
C-acd226c6-预测预警,风险与合规,预测预警,优化/运筹,1,1,1,1.0,0,0.95,project_skill:1,业务经营与AgenticOS:1,待复核资产池,风险与合规 × 预测预警 Preset 候选,待人工命名,ecommerce-daily-report,围绕风险与合规中的预测预警问题，主要使用优化/运筹能力处理。,超过半数记录需要字段复核,当用户需要生成电商日报/周报时使用：输入1-7天订单CSV，输出日常经营报告、异常预警、关键指标追踪。触发词：电商日报、周报生成、日常复盘、销售监控、经营日报、每日销售报告、周度经营复盘、晨会数据、销售异常预警。何时不用：超过7天的数据、月度/季度复盘、非电商销售数据、仅需查看原始数据、实时数据监控。缺材料时先追问澄清，不编造数据。
C-ffd963fd-优化决策,风险与合规,优化决策,DiD/因果推断,10,10,2,0.2,0,0.95,home_skill:7；project_skill:3,数据分析与BI:4；研发与代码:4；业务经营与AgenticOS:2,场景工作流候选,风险与合规 × 优化决策 Preset 候选,待人工命名,doubao-data-analysis；doubao-data-analysis；doubao-data-analysis；doubao-data-analysis；p2s-algorithmic-fairness-in-pricing；p2s-algorithmic-fairness-in-pricing；p2s-position-bias-debiasing-rec；p2s-position-bias-debiasing-rec,围绕风险与合规中的优化决策问题，主要使用DiD/因果推断能力处理。,可进入下一轮业务聚类评审,"结构化业务数据分析：附件读取与口径核验、定向筛选、规则/阈值判定、指标异动归因、漏斗/留存/实验分析、经营复盘及可审计报告。当用户提供 Excel、CSV、PDF、图片或多份业务材料，要求查数、判异常、解释变化、比较方案或形成行动建议时使用。Use for evidence-grounded analysis of structured business data, including filtering, rule checks,…；结构化业务数据分析：附件读取与口径核验、定向筛选、规则/阈值判定、指标异动归因、漏斗/留存/实验分析、经营复盘及可审计报告。当用户提供 Excel、CSV、PDF、图片或多份业务材料，要求查数、判异常、解释变化、比较方案或形成行动建议时使用。Use for evidence-grounded analysis of structured business data, including filtering, rule checks,…；结构化业务数据分析：附件读取与口径核验、定向筛选、规则/阈值判定、指标异动归因、漏斗/留存/实验分析、经营复盘及可审计报告。当用户提供 Excel、CSV、P…"
C-e3c30245-优化决策,风险与合规,优化决策,NLP/情感分析,3,3,1,0.333,0,0.95,home_skill:2；project_skill:1,业务经营与AgenticOS:2；研发与代码:1,原子技能组候选,风险与合规 × 优化决策 Preset 候选,待人工命名,p2s-competitor-keyword-gap-analysis；p2s-competitor-keyword-gap-analysis；商品风险检测,围绕风险与合规中的优化决策问题，主要使用NLP/情感分析能力处理。,可进入下一轮业务聚类评审,触发词：竞品词缺口、关键词覆盖差集、Gap Score、投放分档、覆盖率提升。何时不用：要处理自家多 SKU 互相抢词的内耗时用「关键词自相竞争检测」；要不依赖竞品清单找蓝海词时用「关键词需求缺口矩阵分析」。安全边界：只做缺口识别与排序建议，不代改 Listing、不代建广告。；触发词：竞品词缺口、关键词覆盖差集、Gap Score、投放分档、覆盖率提升。何时不用：要处理自家多 SKU 互相抢词的内耗时用「关键词自相竞争检测」；要不依赖竞品清单找蓝海词时用「关键词需求缺口矩阵分析」。安全边界：只做缺口识别与排序建议，不代改 Listing、不代建广告。；跨境电商平台商家风险扫描入口，仅在用户明确表达风险、侵权、TRO、投诉、禁限售、违规、风控等风险排查意图时触发。 自动生成包含风险统计表格和后台处理链接的概览报告；不处理商品质量分、零效果、曝光点击转化、商品优化建议或普通“诊断商品”诉求。
C-d24d5de5-优化决策,风险与合规,优化决策,预测建模,14,14,1,0.071,0,0.948,home_skill:7；project_skill:7,研发与代码:9；业务经营与AgenticOS:5,场景工作流候选,风险与合规 × 优化决策 Preset 候选,待人工命名,p2s-adactx-dynamic-context-budget-allocation；p2s-adactx-dynamic-context-budget-allocation；p2s-agentic-workflow-compilation；p2s-agentic-workflow-compilation；p2s-caster-context-aware-model-routing；p2s-caster-context-aware-model-routing；p2s-caster-context-aware-model-routing；p2s-monodense,围绕风险与合规中的优化决策问题，主要使用预测建模能力处理。,可进入下一轮业务聚类评审,触发词：Token 预算分配、上下文预算、子 Agent 调度、边际价值、Shapley 归因。何时不用：预算已定、只需压缩单条长历史走「上下文 Token 压缩」；按角色筛选记忆子集走「角色感知上下文路由」。安全边界：分配依据须可审计（保留决策日志），不得用预算手段隐藏或篡改 Agent 的关键结论。；触发词：Token 预算分配、上下文预算、子 Agent 调度、边际价值、Shapley 归因。何时不用：预算已定、只需压缩单条长历史走「上下文 Token 压缩」；按角色筛选记忆子集走「角色感知上下文路由」。安全边界：分配依据须可审计（保留决策日志），不得用预算手段隐藏或篡改 Agent 的关键结论。；用于每日需要上架数百个 SKU，每个 SKU 经过「标题优化→图片描述生成→合规检查→关键词填写」4 步 SOP，当前用 LangGraph 编排，frontier 模型成本约 $0.15/SKU × 1000 SKU = $150/天。，通过知识图谱/本体建模；预测建模；优化/运筹形成- 编译后单次 API 调用完成全部 4 步 SOP - 输出结构化 JSON 包含：optimized title / image de…
C-cc02fef6-优化决策,风险与合规,优化决策,优化/运筹,20,20,12,0.6,0,0.929,home_skill:15；project_skill:5,研发与代码:7；业务经营与AgenticOS:6；数据分析与BI:2；数据库与后端服务:2；payments-checkout:1,待复核资产池,风险与合规 × 优化决策 Preset 候选,待人工命名,p2s-cost-plus-dynamic-tariff-pricing；p2s-cost-plus-dynamic-tariff-pricing；p2s-inventory-write-down-impairment；p2s-inventory-write-down-impairment；p2s-mas-resource-scheduling；p2s-mas-resource-scheduling；p2s-orchestration-trace-rl；p2s-orchestration-trace-rl,围绕风险与合规中的优化决策问题，主要使用优化/运筹能力处理。,超过半数记录需要字段复核,触发词：关税调价、成本加成定价、成本传导、税率跳升、毛利率保护、最低售价测算。何时不用：只想判断该不该降价冲量时用「需求价格弹性估算」；成本增量来自汇率而非关税时用「汇率联动动态定价」。安全边界：调价建议须经人工确认后才可执行，且建议价不得突破竞品容忍溢价上限，避免份额被反噬。；触发词：关税调价、成本加成定价、成本传导、税率跳升、毛利率保护、最低售价测算。何时不用：只想判断该不该降价冲量时用「需求价格弹性估算」；成本增量来自汇率而非关税时用「汇率联动动态定价」。安全边界：调价建议须经人工确认后才可执行，且建议价不得突破竞品容忍溢价上限，避免份额被反噬。；触发词：库存减值、可变现净值、滞销计提、资产虚高、税务处理时点。何时不用：要算库存持有全口径成本与订货量用「库存持有成本模型」；要用 GMROI 决定资金在 SKU 间怎么分配用「GMROI 库存资金回报」。安全边界：减值计提属会计与税务处理，须经财务负责人与审计确认；不替代执业会计师判断。
C-9bb2974f-优化决策,风险与合规,优化决策,工程模式/自动化,1,1,1,1.0,0,0.92,home_skill:1,数据分析与BI:1,待复核资产池,风险与合规 × 优化决策 Preset 候选,待人工命名,catalyst-calendar,围绕风险与合规中的优化决策问题，主要使用工程模式/自动化能力处理。,超过半数记录需要字段复核,"Build and maintain a calendar of upcoming catalysts across a coverage universe — earnings dates, conferences, product launches, regulatory decisions, and macro events. Helps prioritize attention and position ahead of ev…"
C-72b9eba4-优化决策,风险与合规,优化决策,按技能原文流程执行,3,3,3,1.0,0,0.93,home_skill:2；icloud_skill:1,数据分析与BI:2；文档与知识:1,待复核资产池,风险与合规 × 优化决策 Preset 候选,待人工命名,KA 与线上货盘差异化规划（防渠道冲突）；statistical-and-uncertainty-visualization；statistical-and-uncertainty-visualization,围绕风险与合规中的优化决策问题，主要使用按技能原文流程执行能力处理。,超过半数记录需要字段复核；核心能力未结构化,"当需要为同一品牌在线下 KA 与亚马逊/TikTok/独立站之间划分 SKU 组合、包装与定价边界以减少串货与价格冲突时调用；条款与合同须法务与渠道负责人确认。；用于statistical and uncertainty visualization：Use this skill when the risk is analytical distortion rather than rendering difficulty. This skill focuses on distributions, intervals, uncertainty, missingness, aggregation effects, and common statistical storytell…；用于statistical and uncertainty visualization：Use this skill when the risk is analytical distortion rather than rendering difficulty. This skill focuses on distributions, interval…"
C-c684b994-生成制作,风险与合规,生成制作,NLP/情感分析,5,5,5,1.0,0,0.95,home_skill:3；project_skill:2,研发与代码:5,待复核资产池,风险与合规 × 生成制作 Preset 候选,待人工命名,docs-generator；docs-generator；docs-generator；docs-generator；docs-generator,围绕风险与合规中的生成制作问题，主要使用NLP/情感分析能力处理。,超过半数记录需要字段复核,用于docs generator：1. Progressive Disclosure；用于docs generator：1. Progressive Disclosure；用于docs generator：1. Progressive Disclosure
